Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_50,SMA_200,DMA_50_200,RSI,EMA_12,EMA_26,MACD,Signal_Line,Middle_Band,Upper_Band,Lower_Band,Volume_Change,Sentiment,Future Close
2023-11-22,20.261837487237038,20.290605545043945,20.261837487237038,20.290605545043945,1100,0.0,0.0,0.0,19.23879207611084,19.624960041046144,-0.3861679649353036,80.08416202758157,19.869668185672147,19.532053777213235,0.33761440845891144,0.2196928428474218,19.41794605255127,20.742256216983392,18.093635888119145,-0.8103448275862069,0,20.468002319335938
2023-11-24,20.434441633737535,20.434441633737535,20.348139291589476,20.376907348632812,3200,0.0,0.0,0.0,19.248266105651854,19.628758096694945,-0.3804919910430904,77.87513513074153,19.947704979973786,19.594635523244317,0.3530694567294681,0.24636816562383107,19.51959095001221,20.808423210873144,18.230758689151273,1.9090909090909092,0,20.675128936767578
2023-11-27,20.33854866027832,20.35772736376785,20.29060373053633,20.33854866027832,6200,0.0,0.0,0.0,19.257989501953126,19.632222537994384,-0.37423303604125735,76.2720287864038,20.007834776943717,19.64974020006165,0.3580945768820669,0.26871344787547824,19.621954822540282,20.82217637514469,18.421733269935874,0.9375,0,20.48238754272461
2023-11-28,20.376908511309303,20.51595138481275,20.376908511309303,20.448827743530273,3200,0.0,0.0,0.0,19.2707239151001,19.637183790206908,-0.3664598751068091,81.2220077801229,20.075679848726264,19.708931869948213,0.36674797877805076,0.28832035405599277,19.7181339263916,20.854931402871845,18.58133644991136,-0.4838709677419355,0,20.513072967529297
2023-11-29,20.424853446801915,20.520745146769194,20.415265922889034,20.448827743530273,5100,0.0,0.0,0.0,19.283515853881838,19.6407742023468,-0.3572583484649634,84.24414207506193,20.133087217157648,19.76373897169503,0.3693482454626178,0.3045259323373178,19.81234712600708,20.855029108381725,18.769665143632434,0.59375,0,20.553346633911133
2023-11-30,20.46320855791841,20.468002319335938,20.444029854284604,20.468002319335938,1400,0.0,0.0,0.0,19.297381706237793,19.64474411010742,-0.3473624038696279,88.17526788645793,20.18461261749277,19.81590662707584,0.368705990416931,0.31736194395324047,19.897930145263672,20.852958924821674,18.94290136570567,-0.7254901960784313,0,20.64923858642578
2023-12-01,20.5399214544119,20.675128936767578,20.5399214544119,20.675128936767578,4000,0.0,0.0,0.0,19.321757240295412,19.650080547332763,-0.32832330703735124,88.55317737426132,20.260076666611972,19.87955272409004,0.38052394252193267,0.3299943436669789,19.972054195404052,20.926722208708167,19.017386182099937,1.8571428571428572,0,20.668418884277344
2023-12-04,20.472798190776068,20.51115376958836,20.45361948687899,20.48238754272461,15800,0.0,0.0,0.0,19.34131908416748,19.654500551223755,-0.3131814670562747,79.33371713523633,20.29427833986007,19.92420715510001,0.37007118476006085,0.33800971188559525,20.023116302490234,20.97195191886832,19.074280686112147,2.95,0,20.713483810424805
2023-12-05,20.41526450118358,20.53033306994537,20.41526450118358,20.513072967529297,2300,0.0,0.0,0.0,19.363086433410643,19.659338703155516,-0.2962522697448726,70.5926121286505,20.32793905180918,19.967826844909588,0.36011220689959345,0.3424302108883949,20.075904369354248,21.009551872343682,19.142256866364814,-0.8544303797468354,0,20.719240188598633
2023-12-06,20.686635517255496,20.686635517255496,20.553346633911133,20.553346633911133,521100,0.0,0.0,0.0,19.390856552124024,19.66572070121765,-0.2748641490936272,70.85171013815463,20.36261714136333,20.011198681131926,0.3514184602314039,0.34422786075699674,20.13454189300537,21.030884674224733,19.238199111786006,225.56521739130434,0,21.055818557739258
2023-12-07,20.578277746622323,20.64923858642578,20.578277746622323,20.64923858642578,5700,0.0,0.0,0.0,19.42127330780029,19.673243942260743,-0.2519706344604522,75.21186589482349,20.406712748296012,20.058460896338875,0.34825185195713715,0.34503265899702484,20.201042461395264,21.038082668930873,19.364002253859656,-0.9890616004605642,0,21.268695831298828
2023-12-08,20.616636744697406,20.668418884277344,20.616636744697406,20.668418884277344,3900,0.0,0.0,0.0,19.44954216003418,19.68024857521057,-0.2307064151763889,71.03966651896346,20.446975230754678,20.103642969519502,0.3433322612351759,0.34469257944465503,20.27205009460449,21.002995976839784,19.5411042123692,-0.3157894736842105,0,21.129653930664062
2023-12-11,20.693346721076033,20.741291649340216,20.616633738464277,20.713483810424805,64600,0.0,0.0,0.0,19.47921085357666,19.689322071075438,-0.2101112174987776,67.59000429772587,20.487976550703927,20.148816365142117,0.33916018556180916,0.34358610066808587,20.33759174346924,20.968536471716053,19.706647015222426,15.564102564102566,0,21.23513412475586
2023-12-12,20.53033378401568,20.722117177265034,20.53033378401568,20.719240188598633,9800,0.0,0.0,0.0,19.51275363922119,19.69743166923523,-0.18467803001403738,75.38293061027122,20.523555571918497,20.19106998169445,0.3324855902240458,0.3413659985792779,20.403469181060792,20.878948519014546,19.92798984310704,-0.848297213622291,0,21.386642456054688
2023-12-13,20.65499349798884,21.055818557739258,20.63581479290496,21.055818557739258,4700,0.0,0.0,0.0,19.558896598815917,19.70783868789673,-0.14894208908081197,81.17177763481364,20.60544218512169,20.25512543177184,0.3503167533498477,0.3431561495333919,20.4572642326355,20.97274426591601,19.941784199354988,-0.5204081632653061,0,21.119104385375977
2023-12-14,21.259106479477154,21.287874534942173,21.21116154935064,21.268695831298828,29000,0.0,0.0,0.0,19.60943130493164,19.7180810546875,-0.10864974975585895,82.9319039837719,20.70748120761048,20.33020472062569,0.37727648698479044,0.34998021702367166,20.52026481628418,21.107852945005266,19.93267668756309,5.170212765957447,0,21.468626022338867
2023-12-15,21.259107442648936,21.259107442648936,21.12006457840793,21.129653930664062,17700,0.0,0.0,0.0,19.65605369567871,19.727533674240114,-0.07147997856140265,77.19188059795428,20.77243085731103,20.389423180628533,0.3830076766824959,0.3565857089554365,20.578518772125243,21.16515545504613,19.991882089204356,-0.3896551724137931,0,21.48615074157715
2023-12-18,21.17280425208203,21.246640249612547,21.17280425208203,21.23513412475586,2600,0.0,0.0,0.0,19.700393867492675,19.736194839477537,-0.03580097198486243,77.1163887175048,20.843615975379464,20.452068435749077,0.3915475396303876,0.3635780750904267,20.63130693435669,21.255515101303224,20.007098767410156,-0.8531073446327684,0,21.59421730041504
2023-12-19,21.36458859184263,21.43171222897835,21.354999239540106,21.386642456054688,11500,0.0,0.0,0.0,19.750506629943846,19.745750637054442,0.0047559928894038705,79.28143070683731,20.927158510867958,20.5212961409569,0.40586236991105906,0.37203493405455323,20.68323211669922,21.377144486641274,19.989319746757165,3.4230769230769234,0,21.716890335083008
2023-12-20,21.316639903805935,21.412531589182866,21.119104385375977,21.119104385375977,4200,0.0,0.0,0.0,19.78932342529297,19.755812292098998,0.03351113319397214,67.59978098554443,20.956688645407652,20.56557823313609,0.39111041227156207,0.375850029697955,20.72705430984497,21.414485363492197,20.039623256197743,-0.6347826086956522,0,21.717863082885742
2023-12-21,21.311876914563715,21.468626022338867,21.311876914563715,21.468626022338867,5500,0.332,0.0,0.0,19.83340461730957,19.766959772109985,0.06644484519958382,69.91569766050237,21.03544824185861,20.632470661965925,0.4029775798926849,0.381275539736901,20.785955333709715,21.516452118160515,20.055458549258915,0.30952380952380953,0,21.669185638427734
2023-12-22,21.540671525598867,21.540671525598867,21.438445055558145,21.48615074157715,10200,0.0,0.0,0.0,19.882017135620117,19.779906063079835,0.10211107254028207,77.622610333291,21.104787087969154,20.69570622341861,0.4090808645505426,0.3868366046996293,20.841417503356933,21.60866187975658,20.074173126957287,0.8545454545454545,0,21.37029266357422
2023-12-26,21.438443115315316,21.602978507354223,21.438443115315316,21.59421730041504,13100,0.0,0.0,0.0,19.935610198974608,19.794375925064088,0.1412342739105199,78.53671257731627,21.180084043730062,20.76226259949242,0.4178214442376422,0.39303357260723193,20.904200935363768,21.703035475471125,20.10536639525641,0.2843137254901962,0,21.18531036376953
2023-12-27,21.720784411394114,21.749019714355654,21.67210567204299,21.716890335083008,3000,0.0,0.0,0.0,19.987475814819337,19.809827861785887,0.17764795303344982,79.43141489170773,21.26266962701513,20.832975765091724,0.4296938619234041,0.4003656304704664,20.967604064941405,21.814126254969356,20.121081874913454,-0.7709923664122138,0,21.16583824157715
2023-12-28,21.642897008275884,21.77920081908684,21.642897008275884,21.717863082885742,5000,0.0,0.0,0.0,20.03999382019043,19.82444324493408,0.2155505752563478,78.39391362430658,21.33269938945676,20.898522973817204,0.43417641563955556,0.40712778750428424,21.03105583190918,21.903690840220445,20.15842082359791,0.6666666666666667,0,21.24080467224121
2023-12-29,21.759729880444464,21.769466000153518,21.662370540328894,21.669185638427734,7000,0.0,0.0,0.0,20.097464332580568,19.84179328918457,0.2556710433959992,76.18051577646892,21.384466504683065,20.955609097121688,0.42885740756137736,0.4114737115157029,21.09111499786377,21.96592320515838,20.21630679056916,0.3999999999999999,0,21.381977081298828
2024-01-02,21.380026925527858,21.465704029308302,21.331348187860417,21.37029266357422,11000,0.0,0.0,0.0,20.15137348175049,19.856013298034668,0.29536018371582173,65.16802758423844,21.382285913743242,20.986326398340395,0.395959515402847,0.40837087229313174,21.125873184204103,21.98621066798766,20.265535700420546,0.5714285714285714,0,21.126895904541016
2024-01-03,21.18531036376953,21.272933578167773,21.168759147096548,21.18531036376953,14600,0.0,0.0,0.0,20.205226860046388,19.870400342941284,0.33482651710510325,59.94034693480714,21.351981982978057,21.001065951335146,0.3509160316429103,0.39687990416308744,21.161019325256348,21.966345250309317,20.35569340020338,0.3272727272727274,0,21.222307205200195
2024-01-04,21.18044149173187,21.24177922772635,21.16583824157715,21.16583824157715,2300,0.0,0.0,0.0,20.259611320495605,19.88369734764099,0.37591397285461525,52.7135480763079,21.323344484300993,21.013271306167887,0.31007317813310564,0.3795185589570911,21.19365758895874,21.939099228558568,20.44821594935891,-0.8424657534246576,0,21.28364372253418
2024-01-05,21.370293387096304,21.370293387096304,21.20478307365867,21.24080467224121,2900,0.0,0.0,0.0,20.313097839355468,19.89589907646179,0.4171987628936762,49.26187248055872,21.31064605167641,21.030125629580727,0.28052042209568384,0.35971893158480966,21.228030490875245,21.909837714952538,20.546223266797952,0.26086956521739135,0,21.361530303955078
2024-01-08,21.253463269445078,21.381977081298828,21.253463269445078,21.381977081298828,10800,0.0,0.0,0.0,20.372131156921387,19.90915174484253,0.46297941207885884,56.670101970022095,21.321620056233705,21.056188700078362,0.26543135615534297,0.3408614164989163,21.264667415618895,21.89210067988686,20.63723415135093,2.7241379310344827,0,20.904916763305664
2024-01-09,21.126895904541016,21.233989502065047,21.126895904541016,21.126895904541016,28300,0.0,0.0,0.0,20.427788887023926,19.92078392982483,0.5070049571990971,47.34846714973769,21.29166249443483,21.0614262707793,0.2302362236555311,0.3187363779302393,21.28759126663208,21.853816626175806,20.721365907088355,1.6203703703703702,0,20.64983558654785
2024-01-10,21.195046814247778,21.239831476958912,21.175574575860374,21.222307205200195,24800,0.0,0.0,0.0,20.486409606933595,19.93334224700928,0.5530673599243165,45.860474859395765,21.280992449937195,21.0733433770327,0.20764907290449486,0.2965189169250904,21.31303243637085,21.812425873622,20.8136389991197,-0.12367491166077738,0,20.809505462646484
2024-01-11,21.331349408130247,21.331349408130247,21.107424230890565,21.28364372253418,14900,0.0,0.0,0.0,20.541577568054198,19.94564471244812,0.5959328556060761,54.625135913564336,21.281400338029037,21.08892118040318,0.19247915762585777,0.2757109650652439,21.341252613067628,21.755973183569047,20.92653204256621,-0.39919354838709675,0,20.93217658996582
2024-01-12,21.341085010623484,21.438444346144117,21.341085010623484,21.361530303955078,32600,0.0,0.0,0.0,20.597516899108886,19.957637004852295,0.6398798942565911,46.446998910351404,21.293728025094584,21.10911444881443,0.18461357628015307,0.25749148730822574,21.356538200378417,21.748894931536405,20.964181469220428,1.1879194630872485,0,20.934125900268555
2024-01-16,21.010064250769027,21.04316668461255,20.854290057714056,20.904916763305664,15400,0.0,0.0,0.0,20.64048839569092,19.96624955177307,0.6742388439178484,35.067504792369846,21.233910907896288,21.0939886943323,0.13992221356398815,0.23397763255937823,21.33834924697876,21.77865104572625,20.898047448231267,-0.5276073619631902,0,20.925363540649414
2024-01-17,20.523269749108245,20.64983558654785,20.523269749108245,20.64983558654785,2800,0.0,0.0,0.0,20.669632148742675,19.97234348297119,0.6972886657714845,27.44188801312133,21.144053166150375,21.061088464126044,0.0829647020243307,0.20377504645236874,21.31435832977295,21.845464027408024,20.783252632137877,-0.8181818181818181,0,21.07918930053711
2024-01-18,20.717988170353692,20.809505462646484,20.688779812695408,20.809505462646484,7500,0.0,0.0,0.0,20.696599349975585,19.979245204925537,0.7173541450500487,28.702051400057485,21.092584288688236,21.04245268623867,0.050131602449567936,0.1730463576518086,21.29307689666748,21.86970775544919,20.716446037885767,1.6785714285714284,0,21.13079071044922
