Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,DMA_50_200,RSI,EMA_12,EMA_26,MACD,Signal_Line,Middle_Band,Upper_Band,Lower_Band,Volume_Change,Sentiment,Future Close
2021-01-20,13.077353186999005,13.395267380645388,13.022498117012766,13.330687522888184,258572000,0.0,0.0,13.23996301651001,11.222894723415374,2.0170682930946366,55.36576261150515,13.181441507526982,13.1844797616519,-0.003038254124918538,-0.007064447126416825,13.14042558670044,13.64827043829409,12.63258073510679,0.14317293578792856,0,12.88386344909668
2021-01-21,13.383298033959763,13.962524966377716,13.218232516422713,13.831120491027832,337780000,0.0,0.0,13.226195220947266,11.258623478412629,1.9675717425346377,58.518729687094066,13.281392120373265,13.232379074939006,0.04901304543425944,0.004151051385718429,13.167117881774903,13.758861716283327,12.575374047266479,0.30632860479866353,0,13.016763687133789
2021-01-22,13.703956944733628,13.805440406556494,13.591502657751988,13.676528930664062,246820000,0.0,0.0,13.227906284332276,11.29474622964859,1.933160054683686,57.644455324400944,13.34218239887954,13.265279064251972,0.07690333462756804,0.018701508034088352,13.188773441314698,13.822486363233008,12.555060519396388,-0.26928770205459174,0,12.95567512512207
2021-01-25,13.74559355430703,13.792220975012345,13.201774068691202,13.617430686950684,251112000,0.0,0.0,13.245600109100343,11.329587125778199,1.916012983322144,56.27429220808669,13.384528289352023,13.291364369637062,0.09316391971496074,0.03359399037026283,13.220888757705689,13.873823114551362,12.567954400860016,0.017389190503200647,0,13.202274322509766
2021-01-26,13.544873671973665,13.60895511614543,13.352380132256862,13.400005340576172,163980000,0.0,0.0,13.246023216247558,11.363839058876037,1.8821841573715208,50.36069445839067,13.386909374155739,13.299411848965885,0.08749752518985332,0.04437469733418093,13.24290590286255,13.888405956986551,12.597405848738548,-0.3469846124438497,0,13.521188735961914
2021-01-27,13.195293514907451,13.198036696568142,12.760188188261171,12.88386344909668,371272000,0.0,0.0,13.235350799560546,11.394650940895081,1.8406998586654648,53.83350658769491,13.309517693377423,13.268630486012611,0.04088720736481122,0.04367719934030699,13.243791103363037,13.887160839647526,12.600421367078548,1.2641297719234053,0,13.49500560760498
2021-01-28,12.962157819561993,13.304756872275243,12.926501212450496,13.016763687133789,228316000,0.0,0.0,13.23052209854126,11.424371304512023,1.8061507940292358,45.63861097107286,13.264478615493786,13.249973686095661,0.0145049293981252,0.037842745351870634,13.249164485931397,13.882488044397041,12.615840927465753,-0.38504384925337753,0,13.628402709960938
2021-01-29,13.040701397931755,13.299770385554986,12.877630459436403,12.95567512512207,271552000,0.0,0.0,13.220119304656983,11.454173543453216,1.765945761203767,45.72027921773862,13.21697038620583,13.22817379269021,-0.011203406484380452,0.02803351498462042,13.241384983062744,13.885570039807584,12.597199926317904,0.18936911999159056,0,13.555347442626953
2021-02-01,13.019006222791049,13.235935363744511,12.868900749952136,13.202274322509766,217204000,0.0,0.0,13.216503105163575,11.483482642173767,1.733020462989808,44.09457329641946,13.214709453329514,13.226255313417585,-0.011545860088071791,0.020117639970081976,13.250460958480835,13.886622613800604,12.614299303161065,-0.20013846335140228,0,14.400873184204102
2021-02-02,13.363603203276389,13.536397987011508,13.25064954595047,13.521188735961914,220440000,0.0,0.0,13.21913553237915,11.514682714939118,1.704452817440032,51.04700409057665,13.261860112196036,13.248102233606055,0.013757878589981232,0.01884568769406183,13.272565364837646,13.914353969159777,12.630776760515516,0.014898436492882361,0,14.225833892822266
2021-02-03,13.600228117062478,13.895202887143391,13.481042394931094,13.49500560760498,245408000,0.0,0.0,13.221014976501465,11.546408205032348,1.6746067714691169,49.98171706294618,13.297728649951258,13.26639137242079,0.031337277530468555,0.021344005661343174,13.278836393356324,13.927035556841167,12.63063722987148,0.11326438033024866,0,14.725519180297852
2021-02-04,13.495502050598809,13.637628130937824,13.302759331710984,13.628402709960938,201340000,0.0,0.0,13.232591781616211,11.580985126495362,1.6516066551208493,57.204941148731855,13.34860158226044,13.293207027053395,0.055394555207044505,0.028154115570483442,13.331186056137085,13.907335300217436,12.755036812056733,-0.17957034815490935,0,15.210740089416504
2021-02-05,13.68899670751416,13.701214519822724,13.510216204135968,13.555347442626953,169152000,0.0,0.0,13.241665515899658,11.613124413490295,1.628541102409363,62.38785282054023,13.380408637701441,13.312624835614399,0.06778380208704249,0.03608005287379525,13.343503761291505,13.928126728002047,12.758880794580962,-0.15986887851395648,0,14.922002792358398
2021-02-08,13.691239490275796,14.435781216736476,13.691239490275796,14.400873184204102,434624000,0.0,0.0,13.271284141540526,11.64975784778595,1.6215262937545774,69.4456370979793,13.537403183317235,13.39323582439882,0.14416735891841448,0.0576975140827191,13.40145139694214,14.15034903239796,12.652553761486319,1.5694286795308363,0,15.290034294128418
2021-02-09,14.303129980095962,14.544994139772516,14.185190289145298,14.225833892822266,287560000,0.0,0.0,13.291878128051758,11.684821145534515,1.6070569825172427,62.934172250953225,13.643315600164163,13.45490975539315,0.18840584477101352,0.08383918022037798,13.433454704284667,14.265595402691083,12.601314005878251,-0.33837063760859964,0,14.866898536682129
2021-02-10,14.425309142366958,14.865899886486943,14.303878647303545,14.725519180297852,485352000,0.0,0.0,13.321937427520751,11.72145005941391,1.6004873681068421,62.926161775736205,13.809808458646268,13.549028972052756,0.2607794865935116,0.1192272414950047,13.497261905670166,14.510534471979167,12.483989339361166,0.6878286270691334,0,14.790099143981934
2021-02-11,14.940950499762579,15.232184271277065,14.885845277677427,15.210740089416504,450828000,0.0,0.0,13.358904304504394,11.761217448711395,1.5976868557929986,70.23878626939322,14.025336401841688,13.67211868445007,0.3532177173916189,0.16602533667432756,13.582986307144164,14.853374490751895,12.312598123536434,-0.07113187954309452,0,14.887340545654297
2021-02-12,15.01051986233055,15.251137034656068,14.73624069296745,14.922002792358398,374756000,0.0,0.0,13.390325775146485,11.798656911849976,1.5916688632965084,66.22636966111807,14.163285077305797,13.76470269244328,0.39858238486251807,0.21253674631196567,13.670805358886719,15.057242474919704,12.284368242853734,-0.16873841021409497,0,14.318089485168457
2021-02-16,15.02473229127375,15.332174092252155,14.910781818050188,15.290034294128418,321960000,0.0,0.0,13.42602689743042,11.838706195354462,1.5873207020759583,72.6593929670598,14.336631110663124,13.877690218494031,0.4589408921690925,0.261817575483391,13.794018840789795,15.29732500264134,12.290712678938249,-0.14088099990393754,0,14.104899406433105
